country,description,designation,points,price,province,region,title,variety,winery
Spain,"One sniff announces a wood pile's worth of toasty, dusty oak. But there's all the bold Tempranillo fruit and classic RDD terroir here to absorb it. Ripe as can be on the palate, with equal parts mulled black fruit, spice and mocha. It finishes smooth, with generous extract but nothing grating or grabby. Drink now through 2012.",Tinto Figuero 15 Reserva,90,54.0,Northern Spain,Ribera del Duero,García Figuero 2004 Tinto Figuero 15 Reserva  (Ribera del Duero),Tempranillo Blend,García Figuero
Spain,"Everything about this lighter-framed Navarran blend is an echo of when European red wines were racy and crisp as opposed to big, extracted, dark and woody. With fresh raspberry aromas, zesty acidity and earthy flavors of red berry and spice offset by cocoa and vanilla, this is akin to Bordeaux and it should go nicely with most kinds of food.",Crianza,88,16.0,Northern Spain,Navarra,Finca Albret 2009 Crianza Red (Navarra),Red Blend,Finca Albret
Spain,"Intense, nutty, yeasty aromas are briny and a touch creamy. This has a tight, pure, round palate with salty nectarine, apricot and nut flavors. Walnut oil and white pepper notes grace a direct, lively finish.",Premium Fino,90,16.0,Andalucia,Jerez,Delgado Zuleta NV Premium Fino Sherry (Jerez),Sherry,Delgado Zuleta
Spain,"Strawberry and raspberry aromas are a touch briny. This is lively in the mouth, with lasting acidity that offers kick to an aged Rioja. Spicy notes of pepper sit on top of base-level cherry and plum fruit, while toast and spice flavors along with lasting acidity drive the finish.",Gran Reserva,90,45.0,Northern Spain,Rioja,Eduardo Garrido García 2004 Gran Reserva  (Rioja),Tempranillo Blend,Eduardo Garrido García
Spain,"Artadi's top wine is dynamite in a bottle. Ripe, saturated, oaky aromas of blackberry, leather, blueberry pie and aged cheese are incredibly potent and alluring. This is huge in the mouth, with lemony oak and broad tannins that don't grind. Intense blackberry, coffee, toast and smoky flavors finish a mile deep, with all sorts of textural grab and character. Best from 2016 through 2026.",Viña El Pison,95,300.0,Northern Spain,Rioja,Artadi 2011 Viña El Pison  (Rioja),Tempranillo Blend,Artadi
Spain,"Wiry cherry and herb aromas are fresh and reedy. This Rioja feels crisp and mildly astringent. Quick, punchy flavors of plum and wild berry fruits turn more oaky prior to a finish that's fresh and forward, with hard tannins. Drink through 2021.",Crianza,89,20.0,Northern Spain,Rioja,Proelio 2012 Crianza  (Rioja),Tempranillo,Proelio
Spain,"Gritty, lightly stalky aromas of herbal blackberry smell a bit roasted and/or burnt. This is medium-full in body, with drying tannins. Roasted, tarry plum and berry flavors finish with peppery spice and heat.",Crianza,89,25.0,Northern Spain,Ribera del Duero,Trus 2012 Crianza  (Ribera del Duero),Tinta Fina,Trus
Spain,"Apple and melon aromas are clean, stony and direct. This feels juicy while also offering ample body weight. Tangerine and nectarine flavors finish long, minerally and ripe, with none of Albariño's common pithy bitterness.",,89,15.0,Galicia,Rías Baixas,Ramón Bilbao 2015 Albariño (Rías Baixas),Albariño,Ramón Bilbao
Spain,"Stewy berry and melted chocolate aromas are ultra oaky and creamy. A tannic, heavy mouthfeel and borderline overripe flavors of prune, chocolate and tobacco finish raisiny and baked. Drink through 2020.",Crianza,89,30.0,Northern Spain,Ribera del Duero,Salcis 2010 Crianza  (Ribera del Duero),Tempranillo,Salcis
Spain,"Earthy, mildly leafy aromas of dried red fruits and vanilla are textbook for Rioja gran reserva. A medium-bodied palate shows balsamic richness along with flavors of prune, raisin, cassis and loamy earth. This is mild but solid on the finish, with a quick fade to the fruit component. Drink now.",Viña Muriel Gran Reserva,90,50.0,Northern Spain,Rioja,Bodegas Muriel 2004 Viña Muriel Gran Reserva  (Rioja),Tempranillo,Bodegas Muriel
Spain,"Largely neutral on the nose, then tangy and still fresh on the palate, this drink-now Viura is clean but unexciting. Flavors of generic citrus finish firm, with a pithy aftertaste.",,86,12.0,Northern Spain,Rioja,Viña Otano 2014 Viura (Rioja),Viura,Viña Otano
Spain,"Black cherry and plum aromas are solid. This is chunky and heavyset, but comfortable across the palate. Generic plum and berry flavors are pure, while this finishes plump, chunky and with a hint of chocolate.",Menguante,86,14.0,Northern Spain,Cariñena,Viñedos y Bodegas Pablo 2014 Menguante Garnacha (Cariñena),Garnacha,Viñedos y Bodegas Pablo
Spain,"Straightforward red-fruit aromas suggest cherry and plum. Rubbery, pinching tannins are the adhesive for this punchy young Rioja that tastes of raspberry and cherry and finishes steady.",,86,13.0,Northern Spain,Rioja,Campellares 2014  Rioja,Tempranillo,Campellares
Spain,"Reedy red-fruit aromas lack the clarity that the best wines of this style show. Grabby on the palate, this tastes of basic plum and raspberry. A raw, tannic, rubbery finish is the final act.",,84,11.0,Northern Spain,Rioja,Rio Madre 2014  Rioja,Tempranillo,Rio Madre
Spain,"This light-bodied Rioja smells of cherry, plum and cotton candy. It's a bit thin on the palate but offers just enough body to be worthwhile. Mild plum and cherry flavors hollow out on the simple finish.",Cuvée KPF,84,13.0,Northern Spain,Rioja,Montebuena 2014 Cuvée KPF  (Rioja),Tempranillo Blend,Montebuena
Spain,"Saucy aromas run low on fruit and high on tomato and green herbs. In the mouth, this feels rough. Flavors of bell pepper, pizza sauce and oregano finish without the ripeness that should be present in a high-end 2011 RDD.",Vendimia Seleccionada,84,52.0,Northern Spain,Ribera del Duero,Valtravieso 2011 Vendimia Seleccionada  (Ribera del Duero),Red Blend,Valtravieso
Spain,"Aromas of iodine, horse hide and saucy berry fruits are intriguing on the nose. The palate is tannic and mildly astringent offering rustic notes of baked, leathery black-fruit flavors. The finish is hot and jammy, with a leathery kick.",Tinto Ribón Crianza,87,32.0,Northern Spain,Ribera del Duero,Bodegas Ribón 2012 Tinto Ribón Crianza  (Ribera del Duero),Tempranillo,Bodegas Ribón
Spain,"Dusty, leesy aromas are powdery, with little fruit character. This feels stony on the surface but not deep. Nectarine and tangerine flavors finish cidery and slightly bitter.",,86,25.0,Galicia,Rías Baixas,Attis 2013 Albariño (Rías Baixas),Albariño,Attis
Spain,"Unusual aromas of cardamom and cinnamon accent blueberry and plum scents. In the mouth, this is robust and voluminous but mild in terms of tannins and structure. Earthy, stewy plum and blackberry flavors finish charred, with herbal notes and heat.",Vendimia Seleccionada,86,13.0,Northern Spain,Rioja,Bodegas Riolanc 2012 Vendimia Seleccionada  (Rioja),Tempranillo Blend,Bodegas Riolanc
Spain,"Flower petal, mineral and blackberry aromas solidify the bouquet on this excellent Tempranillo. The palate is big and chewy, with fine balance and driving flavors of cherry, plum, vanilla and oak resin. With a finish that's bone dry and focused, this Ribera wine is ready to drink but can last another 5–8 years in a good cellar.",Reserva,91,55.0,Northern Spain,Ribera del Duero,Protos 2006 Reserva  (Ribera del Duero),Tempranillo,Protos
Spain,"Reduced, floral and plummy on the nose, this is a simple, blocky, tannic young wine. Medicinal berry flavors finish loud and grapy, with a grabby, tacky feel. Fruit outweighs finesse.",El Pájaro Rojo,86,18.0,Northern Spain,Bierzo,Losada 2013 El Pájaro Rojo Mencía (Bierzo),Mencía,Losada
Spain,"Wiry cherry aromas are a touch cheesy and also medicinal. This is pinched and astringent, with a choppy mix of buttery red-berry flavors and vanilla. Like most 2008s, this finishes hard and abrupt, with staunch tannins.",Arnegui Reserva,86,20.0,Northern Spain,Rioja,Pagos del Rey 2008 Arnegui Reserva  (Rioja),Tempranillo,Pagos del Rey
Spain,"This Garnacha is heavily oaked.Smoky, woody aromas come with dusty berry notes, while the palate is heavy, with cheek-smacking tannins. Flavors of hickory and roasted blackberry finish with another creamy, woody dose of oak.",El Chaparral Old Vines,86,15.0,Northern Spain,Navarra,Vega Sindoa 2012 El Chaparral Old Vines Garnacha (Navarra),Garnacha,Vega Sindoa
Spain,"This starts out savory and smoky on the nose, but with airing it turns murky. The palate is tight in structure, with red-fruit acidity. Flavors of cherry, raspberry and oaky vanilla turn roasted and stalky as this unwinds on a fresh-feeling finish.",Crianza,86,30.0,Northern Spain,Rioja,Lealtanza 2011 Crianza  (Rioja),Tempranillo,Lealtanza
Spain,"Dusty, medicinal berry and plum aromas are open and bright. A juicy but pinched palate features narrow flavors of plum and berry skins, while the finish is rubbery in feel, with astringency as well as bright residual fruit flavors.",Vendimia,86,15.0,Northern Spain,Rioja,Aldonia 2012 Vendimia  (Rioja),Tempranillo Blend,Aldonia
Spain,"In accordance to what 2003 dealt out, this wine is a bit stewy and broad. It shows cola, tree bark and baked fruit on the nose, and then sweet plum and chocolate on the finish. It's not a wine for deep contemplation; drink now to enjoy its robust plumpness.",Crianza,86,25.0,Northern Spain,Ribera del Duero,Campos Góticos 2003 Crianza  (Ribera del Duero),Tempranillo,Campos Góticos
Spain,"Slightly warmer in style, with caramel and vanilla aromas, yet the palate runs more toward freshness, with orange and pineapple standing out. With its good acidity and zest, this wine won't ever be called flabby. Drink now for solid results.",Montesol,86,15.0,Northern Spain,Rueda,Vinos Sanz 2006 Montesol Verdejo (Rueda),Verdejo,Vinos Sanz
Spain,"There's some stewed fruit weighing down this Tempranillo-Cabernet Sauvignon blend, but for the most part it has it going on. Coffee, oak and leather aromas set up a palate of raspberry, plum and chocolate. There's a fair amount of acid for an ‘03, and that lends legs to a wine that might otherwise seem tired.",,85,29.0,Central Spain,Vino de la Tierra de Castilla,Vitis Terrarum 2003 Tempranillo-Cabernet Sauvignon (Vino de la Tierra de Castilla),Tempranillo-Cabernet Sauvignon,Vitis Terrarum
Spain,"This version of old-vines Carignan-Garnacha is heavily toasted to the point of smelling charred, with coffee and cured-beef notes. Big and blocky on the palate, reflecting a warm year, this tastes toasty, with flavors of wild herbs, baking spices, char and black fruits in the background. Licorice notes and a final blast of char control the finish. Drink through 2021.",Vieilles Velles,91,55.0,Catalonia,Priorat,Ferrer Bobet 2012 Vieilles Velles Red (Priorat),Red Blend,Ferrer Bobet
Spain,"Dry, dusty, elegant peach and minerally notes open this excellent Albariño. The lightest bit of spritz gives edge and zest to a medium-full palate. Flavors of stone fruits, wild herbs, field greens and white pepper finish healthy, with a melony aftertaste.",Etiqueta Ámbar,91,21.0,Galicia,Rías Baixas,Granbazán 2015 Etiqueta Ámbar Albariño (Rías Baixas),Albariño,Granbazán
Spain,"Deeply layered and pure on the nose, with tar, cola and toasty oak aromas, this feels deep, full and choppy, with tough tannins and seriously dark flavors of blackened spice, berry and bitter chocolate. It's very long on the finish, which has a tough feel but is generous and loaded with power. Drink 2013–2018; 275 cases made.",,92,90.0,Northern Spain,Toro,Pictor 2008  Toro,Tinta de Toro,Pictor
Spain,"Tight, dark and oaky on the nose, this has woody power, cedary complexity and lots of staunch berry character. It is full, grabby and tannic, showing a firm spine to support toasty, oaky, clove-influenced flavors. Dark, tight and toasty on the finish; drink now–2019.",Reserva,92,52.0,Northern Spain,Ribera del Duero,Matarromera 2006 Reserva  (Ribera del Duero),Tempranillo,Matarromera
Spain,"Cola, coconut and ripe blackberry aromas are draped all over the wine's bouquet. On the palate, it's a bit choppy and acidic, with pounding flavors of black cherry, blackberry and leather. Juicy, zesty and jagged feeling at the moment, this should be consumed no earlier than 2014 and may be at its best around 2018.",VS,92,100.0,Northern Spain,Ribera del Duero,Alidis 2009 VS  (Ribera del Duero),Tempranillo,Alidis
Spain,"Fleshy oily aromas of orange peel and white flowers lead to a chunky, citric palate that's more full and blocky than elegant. Briny orange and tart nectarine flavors finish plump.",Estate Grown/Viñedo Propio,88,20.0,Galicia,Rías Baixas,Fillaboa 2015 Estate Grown/Viñedo Propio Albariño (Rías Baixas),Albariño,Fillaboa
Spain,"This salmon-colored rosé is made from the Trepat grape. It smells common, with yeasty bready notes of orange peel and orange blossom. A basic palate is balanced, while this tastes of leesy dried melon prior to a medium-long finish.",Rosado,88,17.0,Catalonia,Cava,Mas Pere NV Rosado Sparkling (Cava),Sparkling Blend,Mas Pere
Spain,"Peach and apple aromas are modest. The palate is juicy and citric in feel, while flavors of melon, apple and nectarine finish tangy, with a citrusy taste.",Viña Tobía,83,11.0,Northern Spain,Rioja,Bodegas Tobía 2012 Viña Tobía White (Rioja),White Blend,Bodegas Tobía
Spain,"Torres' Celeste debuted in 2003, and the '05 is the best vintage to date. The wine has penetrating berry and spice aromas and an accent of animal leather. The palate is healthy and polished, with plum, blackberry and herbal notes. Comes together well and should be good in the cellar through 2012.",Celeste Crianza,89,22.0,Northern Spain,Ribera del Duero,Torres 2005 Celeste Crianza  (Ribera del Duero),Tempranillo,Torres
Spain,"This unusual varietal wine hits with a giant wall of herbal aromas that suggest tomato leaf, oregano and basil. The palate is firm and structured in feel, with smacking tannins and flavors of dark berry fruits, green herbs and coffee. A peppery tasting finish with residual green flavors and mocha works for this decidedly herbal-leaning but high-quality wine. Drink now.",Inspiración,88,45.0,Northern Spain,Rioja,Bodegas Valdemar 2005 Inspiración  (Rioja),Maturana,Bodegas Valdemar
